id,codigo,nome,dt_inicio,dt_fim,desc_resumida
cid_a519,A519,Sífilis precoce não especificada,2014-01-01,,A51.9 Sifilis precoce NE
cid_a52,A52,Sífilis tardia,2014-01-01,,A52 Sifilis tard
cid_a520,A520,Sífilis cardiovascular,2014-01-01,,A52.0 Sifilis cardiovascular
cid_a521,A521,Neurossífilis sintomática,2014-01-01,,A52.1 Neurossifilis sintomatica
cid_a522,A522,Neurossífilis assintomática,2014-01-01,,A52.2 Neurossifilis assintomatica
cid_a523,A523,Neurossífilis não especificada,2014-01-01,,A52.3 Neurossifilis NE
cid_a527,A527,Outras formas de sífilis tardia sintomática,2014-01-01,,A52.7 Outr form de sifilis tard sintomatica
cid_a528,A528,Sífilis tardia latente,2014-01-01,,A52.8 Sifilis tard latente
cid_a529,A529,Sífilis tardia não especificada,2014-01-01,,A52.9 Sifilis tard NE
cid_a53,A53,Outras formas e as não especificadas da sífilis,2014-01-01,,A53 Outr form e as NE da sifilis
cid_a530,A530,"Sífilis latente, não especificada se recente ou tardia",2014-01-01,,A53.0 Sifilis latente NE se recente ou tard
cid_a539,A539,Sífilis não especificada,2014-01-01,,A53.9 Sifilis NE
cid_a54,A54,Infecção gonocócica,2014-01-01,,A54 Infecc gonococica
cid_a540,A540,"Infecção gonocócica do trato geniturinário inferior, sem abscesso periuretral ou das glândulas acessórias",2014-01-01,,A54.0 Inf gon tr genit inf s/abs periur/gland aces
cid_a541,A541,"Infecção gonocócica do trato geniturinário inferior, com abscesso periuretral ou das glândulas acessórias",2014-01-01,,A54.1 Inf gon tr genit inf c/abs periur/gland aces
cid_a542,A542,Pelviperitonite gonocócica e outras infecções geniturinárias gonocócicas,2014-01-01,,A54.2 Pelviperit gonoc e outr infecc genitur gonoc
cid_a543,A543,Infecção gonocócica do olho,2014-01-01,,A54.3 Infecc gonococica do olho
cid_a544,A544,Infecção gonocócica do sistema músculo-esquelético,2014-01-01,,A54.4 Infecc gonococica sist musculo-esqueletico
cid_a545,A545,Faringite gonocócica,2014-01-01,,A54.5 Faringite gonococica
cid_a546,A546,Infecção gonocócica do ânus ou do reto,2014-01-01,,A54.6 Infecc gonococica do anus ou do reto
cid_a548,A548,Outras infecções gonocócicas,2014-01-01,,A54.8 Outr infecc gonococicas
cid_a549,A549,Infecção gonocócica não especificada,2014-01-01,,A54.9 Infecc gonococica NE
cid_a55,A55,Linfogranuloma (venéreo) por clamídia,2014-01-01,,A55 Linfogranuloma p/clamidia
cid_a56,A56,Outras infecções causadas por clamídias transmitidas por via sexual,2014-01-01,,A56 Outr infecc p/clamidias transm p/via sexual
cid_a560,A560,Infecções por clamídias do trato geniturinário inferior,2014-01-01,,A56.0 Infecc p/clamidias trato geniturinario infer
cid_a561,A561,"Infecção por clamídias, pelviperitonial e de outros órgãos geniturinários",2014-01-01,,A56.1 Infecc p/clamid pelviper e outr org genitur
cid_a562,A562,"Infecção por clamídias do trato geniturinário, localização não especificada",2014-01-01,,A56.2 Infecc p/clamidias trato genitur localiz NE
cid_a563,A563,Infecção do ânus e do reto por clamídias,2014-01-01,,A56.3 Infecc do anus e do reto p/clamidias
cid_a564,A564,Infecção da faringe por clamídias,2014-01-01,,A56.4 Infecc da faringe p/clamidias
cid_a568,A568,"Infecção por clamídias transmitida por via sexual, de outras localizações",2014-01-01,,A56.8 Infecc p/clamid transm p/via sex outr local
cid_a57,A57,Cancro mole,2014-01-01,,A57 Cancro mole
cid_a58,A58,Granuloma inguinal,2014-01-01,,A58 Granuloma inguinal
cid_a59,A59,Tricomoníase,2014-01-01,,A59 Tricomoniase
cid_a590,A590,Tricomoníase urogenital,2014-01-01,,A59.0 Tricomoniase urogenital
cid_a598,A598,Outras localizações de tricomoníase,2014-01-01,,A59.8 Outr localiz de tricomoniase
cid_a599,A599,Tricomoníase não especificada,2014-01-01,,A59.9 Tricomoniase NE
cid_a60,A60,Infecções anogenitais pelo vírus do herpes [herpes simples],2014-01-01,,A60 Infecc anogenitais p/virus do herpes
cid_a600,A600,Infecção dos órgãos genitais e do trato geniturinário pelo vírus do herpes,2014-01-01,,A60.0 Infecc org genit trat genitur p/virus herpes
cid_a601,A601,Infecção da margem cutânea do ânus e do reto pelo vírus do herpes,2014-01-01,,A60.1 Infecc margem cutan anus/reto p/virus herpes
cid_a609,A609,Infecção anogenital não especificada pelo vírus do herpes,2014-01-01,,A60.9 Infecc anogenital NE p/virus do herpes
cid_a63,A63,"Outras doenças de transmissão predominantemente sexual, não classificadas em outra parte",2014-01-01,,A63 Outr doenc de transm predom sexual NCOP
cid_a630,A630,Verrugas anogenitais (venéreas),2014-01-01,,A63.0 Verrugas anogenitais
cid_a638,A638,Outras doenças especificadas de transmissão predominantemente sexual,2014-01-01,,A63.8 Outr doenc espec de transm predom sexual
cid_a64,A64,"Doenças sexualmente transmitidas, não especificadas",2014-01-01,,A64 Doenc sexualmente transm NE
cid_a65,A65,Sífilis não-venérea,2014-01-01,,A65 Sifilis nao-venerea
cid_a66,A66,Bouba,2014-01-01,,A66 Bouba
cid_a660,A660,Lesões iniciais da bouba,2014-01-01,,A66.0 Lesoes iniciais da bouba
cid_a661,A661,Papilomas múltiplos e bouba plantar úmida (cravo de bouba),2014-01-01,,A66.1 Papilomas mult e bouba plantar umida
cid_a662,A662,Outras lesões cutâneas precoces da bouba,2014-01-01,,A66.2 Outr lesoes cutaneas precoces da bouba
cid_a663,A663,Hiperceratose devida a bouba,2014-01-01,,A66.3 Hiperceratose dev bouba
cid_a664,A664,Gomas e úlceras devidas à bouba,2014-01-01,,A66.4 Gomas e ulceras dev bouba
cid_a665,A665,Gangosa,2014-01-01,,A66.5 Gangosa
cid_a666,A666,Lesões osteoarticulares devidas à bouba,2014-01-01,,A66.6 Lesoes osteoarticulares dev bouba
cid_a667,A667,Outras manifestações da bouba,2014-01-01,,A66.7 Outr manifestacoes da bouba
cid_a668,A668,Bouba latente,2014-01-01,,A66.8 Bouba latente
cid_a669,A669,Bouba não especificada,2014-01-01,,A66.9 Bouba NE
cid_a67,A67,Pinta [carate],2014-01-01,,A67 Pinta
cid_a670,A670,Lesões primárias da pinta,2014-01-01,,A67.0 Lesoes prim da pinta
cid_a671,A671,Lesões intermediárias da pinta,2014-01-01,,A67.1 Lesoes intermediarias da pinta
cid_a672,A672,Lesões tardias da pinta,2014-01-01,,A67.2 Lesoes tard da pinta
cid_a673,A673,Lesões mistas da pinta,2014-01-01,,A67.3 Lesoes mistas da pinta
cid_a679,A679,Pinta não especificada,2014-01-01,,A67.9 Pinta NE
cid_a68,A68,Febres recorrentes [Borrelioses],2014-01-01,,A68 Febres recorrentes
cid_a680,A680,Febre recorrente transmitida por piolhos,2014-01-01,,A68.0 Febre recorrente transm p/piolhos
cid_a681,A681,Febre recorrente transmitida por carrapatos,2014-01-01,,A68.1 Febre recorrente transm p/carrapatos
cid_a689,A689,Febre recorrente não especificada,2014-01-01,,A68.9 Febre recorrente NE
cid_a69,A69,Outras infecções por espiroquetas,2014-01-01,,A69 Outr infecc p/espiroquetas
cid_a690,A690,Estomatite ulcerativa necrotizante,2014-01-01,,A69.0 Estomatite ulcerativa necrotizante
cid_a691,A691,Outras infecções de Vincent,2014-01-01,,A69.1 Outr infecc de Vincent
cid_a692,A692,Doença de Lyme,2014-01-01,,A69.2 Doenc de Lyme
cid_a698,A698,Outras infecções especificadas por espiroquetas,2014-01-01,,A69.8 Outr infecc espec p/espiroquetas
cid_a699,A699,"Infecção por espiroqueta, não especificada",2014-01-01,,A69.9 Infecc p/espiroqueta NE
cid_a70,A70,Infecções causadas por Clamídia psittaci,2014-01-01,,A70 Infecc causadas p/Clamidia psittaci
cid_a71,A71,Tracoma,2014-01-01,,A71 Tracoma
cid_a710,A710,Fase inicial do tracoma,2014-01-01,,A71.0 Fase inicial do tracoma
cid_a711,A711,Fase ativa do tracoma,2014-01-01,,A71.1 Fase ativa do tracoma
cid_a719,A719,Tracoma não especificado,2014-01-01,,A71.9 Tracoma NE
cid_a74,A74,Outras doenças causadas por Clamídias,2014-01-01,,A74 Outr doenc causadas p/Clamidias
cid_a740,A740,Conjuntivite causada por clamídias,2014-01-01,,A74.0 Conjuntivite causada p/clamidias
cid_a748,A748,Outras doenças causadas por clamídias,2014-01-01,,A74.8 Outr doenc causadas p/clamidias
cid_a749,A749,Infecção causada por clamídias não especificada,2014-01-01,,A74.9 Infecc causada p/clamidias NE
cid_a75,A75,Tifo exantemático,2014-01-01,,A75 Tifo exantematico
cid_a750,A750,Tifo epidêmico transmitido por piolhos devido a Rickettsia prowazekii,2014-01-01,,A75.0 Tifo epidem transm p/piolhos R. prowazekii
cid_a751,A751,Tifo recrudescente [doença de Brill],2014-01-01,,A75.1 Tifo recrudescente
cid_a752,A752,Tifo por Rickettsia typhi,2014-01-01,,A75.2 Tifo p/Rickettsia typhi
cid_a753,A753,Tifo por Rickettsia tsutsugamuchi,2014-01-01,,A75.3 Tifo p/Rickettsia tsutsugamuchi
cid_a759,A759,Tifo não especificado,2014-01-01,,A75.9 Tifo NE
cid_a77,A77,Febre maculosa [rickettsioses transmitidas por carrapatos],2014-01-01,,A77 Febre maculosa
cid_a770,A770,Febre maculosa por Rickettsia richettsii,2014-01-01,,A77.0 Febre maculosa p/Rickettsia richettsii
cid_a771,A771,Febre maculosa por Rickettsia conorii,2014-01-01,,A77.1 Febre maculosa p/Rickettsia conorii
cid_a772,A772,Febre maculosa devida à Rickettsia siberica,2014-01-01,,A77.2 Febre maculosa dev Rickettsia siberica
cid_a773,A773,Febre maculosa devida à Rickettsia australis,2014-01-01,,A77.3 Febre maculosa dev Rickettsia australis
cid_a778,A778,Outras febres maculosas,2014-01-01,,A77.8 Outr febres maculosas
cid_a779,A779,Febre maculosa não especificada,2014-01-01,,A77.9 Febre maculosa NE
cid_a78,A78,Febre Q,2014-01-01,,A78 Febre Q
cid_a79,A79,Outras rickettsioses,2014-01-01,,A79 Outr rickettsioses
cid_a790,A790,Febre das trincheiras,2014-01-01,,A79.0 Febre das trincheiras
cid_a791,A791,Rickettsiose variceliforme devida à Rickettsia akari,2014-01-01,,A79.1 Rickettsiose variceliforme dev R.akari
cid_a798,A798,Outros tipos de rickettsioses especificadas,2014-01-01,,A79.8 Outr tipos de rickettsioses espec
cid_a799,A799,Rickettsiose não especificada,2014-01-01,,A79.9 Rickettsiose NE
cid_a80,A80,Poliomielite aguda,2014-01-01,,A80 Poliomielite aguda
cid_a800,A800,"Poliomielite paralítica aguda, associada ao vírus vacinal",2014-01-01,,A80.0 Poliomielite paral aguda assoc virus vacinal
cid_a801,A801,"Poliomielite paralítica aguda, vírus selvagem importado",2014-01-01,,A80.1 Poliomiel paral aguda virus selvagem import
cid_a802,A802,"Poliomielite paralítica aguda, vírus selvagem indígena",2014-01-01,,A80.2 Poliomiel paral aguda virus selvagem indig
cid_a803,A803,"Poliomielites paralíticas agudas, outras e não especificadas",2014-01-01,,A80.3 Poliomielites paraliticas agudas outr e NE
cid_a804,A804,Poliomielite aguda não-paralítica,2014-01-01,,A80.4 Poliomielite aguda nao-paralitica
cid_a809,A809,Poliomielite aguda não especificada,2014-01-01,,A80.9 Poliomielite aguda NE
cid_a81,A81,Infecções por vírus atípicos do sistema nervoso central,2014-01-01,,A81 Infecc p/virus atipicos sist nervoso central
cid_a810,A810,Doença de Creutzfeldt-Jakob,2014-01-01,,A81.0 Doenc de Creutzfeldt-Jakob
cid_a811,A811,Panencefalite esclerosante subaguda,2014-01-01,,A81.1 Panencefalite esclerosante subaguda
cid_a812,A812,Leucoencefalopatia multifocal progressiva,2014-01-01,,A81.2 Leucoencefalopatia multifocal progressiva
cid_a818,A818,Outras infecções por vírus atípicos do sistema nervoso central,2014-01-01,,A81.8 Outr infecc p/virus atipic sist nerv central
cid_a819,A819,Infecção não especificada do sistema nervosos central por vírus atípicos,2014-01-01,,A81.9 Infecc NE sist nerv central p/virus atipicos
cid_a82,A82,Raiva,2014-01-01,,A82 Raiva
cid_a820,A820,Raiva silvestre,2014-01-01,,A82.0 Raiva silvestre
cid_a821,A821,Raiva urbana,2014-01-01,,A82.1 Raiva urbana
cid_a829,A829,Raiva não especificada,2014-01-01,,A82.9 Raiva NE
cid_a83,A83,Encefalite por vírus transmitidos por mosquitos,2014-01-01,,A83 Encefalite p/virus transm p/mosquitos
cid_a830,A830,Encefalite japonesa,2014-01-01,,A83.0 Encefalite japonesa
cid_a831,A831,Encefalite eqüina ocidental,2014-01-01,,A83.1 Encefalite equina ocidental
cid_a832,A832,Encefalite eqüina oriental,2014-01-01,,A83.2 Encefalite equina oriental
cid_a833,A833,Encefalite de St. Louis,2014-01-01,,A83.3 Encefalite de St. Louis
cid_a834,A834,Encefalite australiana,2014-01-01,,A83.4 Encefalite australiana
cid_a835,A835,Encefalite da Califórnia,2014-01-01,,A83.5 Encefalite da California
cid_a836,A836,Doença pelo vírus de Rocio,2014-01-01,,A83.6 Doenc p/virus de Rocio
cid_a838,A838,Outras encefalites por vírus transmitidas por mosquitos,2014-01-01,,A83.8 Outr encefalites p/virus transm p/mosquitos
cid_a839,A839,Encefalite não especificada por vírus transmitida por mosquitos,2014-01-01,,A83.9 Encefalite NE p/virus transm p/mosquitos
cid_a84,A84,Encefalite por vírus transmitido por carrapatos,2014-01-01,,A84 Encefalite p/virus transm p/carrapatos
cid_a840,A840,Encefalite da taiga [encefalite vernoestival russa],2014-01-01,,A84.0 Encefalite da taiga
cid_a841,A841,Encefalite da Europa Central transmitida por carrapatos,2014-01-01,,A84.1 Encefalite Europa Central transm p/carrapato
cid_a848,A848,Outras encefalites por vírus transmitidas por carrapatos,2014-01-01,,A84.8 Outr encefalites p/virus transm p/carrapatos
cid_a849,A849,Encefalite não especificada por vírus transmitida por carrapatos,2014-01-01,,A84.9 Encefalite NE p/virus transm p/carrapatos
cid_a85,A85,"Outras encefalites virais, não classificadas em outra parte",2014-01-01,,A85 Outr encefalites virais NCOP
cid_a850,A850,Encefalite por enterovírus,2014-01-01,,A85.0 Encefalite p/enterovirus
cid_a851,A851,Encefalite por adenovírus,2014-01-01,,A85.1 Encefalite p/adenovirus
cid_a852,A852,"Encefalite por vírus transmitido por artrópodes, não especificada",2014-01-01,,A85.2 Encefalite p/virus transm p/artropodes NE
cid_a858,A858,Outras encefalites virais especificadas,2014-01-01,,A85.8 Outr encefalites virais espec
cid_a86,A86,"Encefalite viral, não especificada",2014-01-01,,A86 Encefalite viral NE
cid_a87,A87,Meningite viral,2014-01-01,,A87 Meningite viral
cid_a870,A870,Meningite por enterovírus,2014-01-01,,A87.0 Meningite p/enterovirus
cid_a871,A871,Meningite por adenovírus,2014-01-01,,A87.1 Meningite p/adenovirus
cid_a872,A872,Coriomeningite linfocitária,2014-01-01,,A87.2 Coriomeningite linfocitaria
cid_a878,A878,Outras meningites virais,2014-01-01,,A87.8 Outr meningites virais
cid_a879,A879,Meningite viral não especificada,2014-01-01,,A87.9 Meningite viral NE
cid_a88,A88,Outras infecções virais do sistema nervoso central não classificadas em outra parte,2014-01-01,,A88 Outr infecc virais sist nervoso central NCOP
cid_a880,A880,Febre exantemática por enterovírus [exantema de Boston],2014-01-01,,A88.0 Febre exantematica p/enterovirus
cid_a881,A881,Vertigem epidêmica,2014-01-01,,A88.1 Vertigem epidemica
cid_a888,A888,Outras infecções virais especificadas do sistema nervoso central,2014-01-01,,A88.8 Outr infecc virais espec sist nerv central
cid_a89,A89,Infecções virais não especificadas do sistema nervoso central,2014-01-01,,A89 Infecc virais NE do sist nervoso central
cid_a90,A90,Dengue [dengue clássico],2014-01-01,,A90 Dengue
cid_a91,A91,Febre hemorrágica devida ao vírus do dengue,2014-01-01,,A91 Febre hemorragica dev virus do dengue
cid_a92,A92,Outras febres virais transmitidas por mosquitos,2014-01-01,,A92 Outr febres virais transm p/mosquitos
cid_a920,A920,Febre de Chikungunya,2014-01-01,,A92.0 Febre de Chikungunya
cid_a921,A921,Febre de O'nyong-nyong,2014-01-01,,A92.1 Febre de Onyong-nyong
cid_a922,A922,Febre eqüina venezuelana,2014-01-01,,A92.2 Febre equina venezuelana
cid_a923,A923,Infecção pelo vírus West Nile,2014-01-01,,A92.3 Infecção p/virus West Nile
cid_a924,A924,Febre do vale do Rift,2014-01-01,,A92.4 Febre do vale do Rift
cid_a928,A928,Outras febres virais especificadas transmitidas por mosquitos,2014-01-01,,A92.8 Outr febres virais espec transm p/mosquitos
cid_a929,A929,"Febre viral transmitida por mosquitos, não especificada",2014-01-01,,A92.9 Febre viral transm p/mosquitos NE
cid_a93,A93,Outras febres por vírus transmitidas por artrópodes não classificadas em outra parte,2014-01-01,,A93 Outr febres p/virus transm p/artropodes NCOP
cid_a930,A930,Febre de Oropouche,2014-01-01,,A93.0 Febre de Oropouche
cid_a931,A931,Febre por flebótomos,2014-01-01,,A93.1 Febre p/flebotomos
cid_a932,A932,Febre do Colorado transmitida por carrapatos,2014-01-01,,A93.2 Febre do Colorado transm p/carrapatos
cid_a938,A938,Outras febres virais especificadas transmitidas por artrópodes,2014-01-01,,A93.8 Outr febres virais espec transm p/artropodes
cid_a94,A94,"Febre viral transmitida por artrópodes, não especificada",2014-01-01,,A94 Febre viral transm p/artropodes NE
cid_a95,A95,Febre amarela,2014-01-01,,A95 Febre amarela
cid_a950,A950,Febre amarela silvestre,2014-01-01,,A95.0 Febre amarela silvestre
cid_a951,A951,Febre amarela urbana,2014-01-01,,A95.1 Febre amarela urbana
cid_a959,A959,Febre amarela não especificada,2014-01-01,,A95.9 Febre amarela NE
cid_a96,A96,Febre hemorrágica por arenavírus,2014-01-01,,A96 Febre hemorragica p/arenavirus
cid_a960,A960,Febre hemorrágica de Junin,2014-01-01,,A96.0 Febre hemorragica de Junin
cid_a961,A961,Febre hemorrágica de Machupo,2014-01-01,,A96.1 Febre hemorragica de Machupo
cid_a962,A962,Febre de Lassa,2014-01-01,,A96.2 Febre de Lassa
cid_a968,A968,Outras febres hemorrágicas por arenavírus,2014-01-01,,A96.8 Outr febres hemorragicas p/arenavirus
cid_a969,A969,"Febre hemorrágica por arenavírus, não especificada",2014-01-01,,A96.9 Febre hemorragica p/arenavirus NE
cid_a98,A98,"Outras febres hemorrágicas por vírus, não classificadas em outra parte",2014-01-01,,A98 Outr febres hemorragicas p/virus NCOP
cid_a980,A980,Febre hemorrágica da Criméia (do Congo),2014-01-01,,A98.0 Febre hemorragica da Crimeia
cid_a981,A981,Febre hemorrágica de Omsk,2014-01-01,,A98.1 Febre hemorragica de Omsk
cid_a982,A982,Doença da floresta de Kyasanur,2014-01-01,,A98.2 Doenc da floresta de Kyasanur
cid_a983,A983,Doença de Marburg,2014-01-01,,A98.3 Doenc de Marburg
cid_a984,A984,Doença pelo vírus Ebola,2014-01-01,,A98.4 Doenc p/virus Ebola
cid_a985,A985,Febre hemorrágica com síndrome renal,2014-01-01,,A98.5 Febre hemorragica c/sindr renal
cid_a988,A988,Outras febres hemorrágicas especificadas por vírus,2014-01-01,,A98.8 Outr febres hemorragicas espec p/virus
cid_a99,A99,Febres hemorrágicas virais não especificadas,2014-01-01,,A99 Febres hemorragicas virais NE
cid_b00,B00,Infecções pelo vírus do herpes [herpes simples],2014-01-01,,B00 Infecc p/virus do herpes
cid_b000,B000,Eczema herpético,2014-01-01,,B00.0 Eczema herpetico
cid_b001,B001,Dermatite vesicular devido ao vírus do herpes,2014-01-01,,B00.1 Dermatite vesicular dev virus do herpes
cid_b002,B002,Gengivoestomatite e faringoamigdalite devida ao vírus do herpes,2014-01-01,,B00.2 Gengivoestom e faringoamig dev virus herpes
